city_id,state_id,city_name,top_city,city_rating
779,0,adoni,0,0
780,0,haryana-Sonipat,0,0
781,0,"Karad, maharashtra",0,0
782,0,badaun,0,0
783,0,"Bhucho Mandi(Bathinda)",0,0
784,0,"yamuna nagar(HARYANA)",0,0
785,0,BISHNUPUR,0,0
786,0,kumbakonam,0,0
787,0,"MANDSAUR (M.P.)",0,0
788,0,"burdwan (west bengal)",0,0
789,0,nidadavole,0,0
790,0,"berhampore,west bengal",0,0
791,0,"Alipurduar Junction",0,0
792,0,madanapalle,0,0
793,0,"Pandalam, kerala",0,0
794,0,badkulla,0,0
795,0,"Nangal Township",0,0
796,0,Ranebennur,0,0
797,0,"electrical engineering",0,0
798,0,"any where in India",0,0
799,0,"all over india",0,0
800,0,"kolkata,tamluk",0,0
801,0,chopan,0,0
802,0,yavatmal,0,0
803,0,sawantwadi,0,0
804,0,UTTARPARA,0,0
805,0,Barmer(Rajasthan),0,0
806,0,"firozabad(uttar pradesh)",0,0
807,0,Modinagare,0,0
808,0,8KMSC,0,0
809,0,Theni,0,0
810,0,Phagwara,0,0
811,0,patrasayer,0,0
812,0,"Yamuna Nagar,Haryana",0,0
813,0,jaggayyapet,0,0
814,0,hardwar,0,0
815,0,karimnagar,0,0
816,0,HOSHANGABAD(M.P),0,0
817,0,Kanchrapara,0,0
818,0,Balod(Durg),0,0
819,0,Karaikal,0,0
820,0,renukoot,0,0
821,0,"Kadapa in Andhra Pradesh",0,0
822,0,ULUBERIA,0,0
823,0,"moga,punjab",0,0
824,0,Raghunathpur,0,0
825,0,"JANGIPUR, RAGHUNATHGANJ",0,0
826,0,chirala,0,0
827,0,gunupur,0,0
828,0,Beawar,0,0
829,0,"Pilani (Rajasthan)",0,0
830,0,Paramakudi,0,0
831,0,gopeshwar(chamoli),0,0
832,0,"Maler Kotla",0,0
833,0,Rajpura,0,0
834,0,"JAMMALAMADUGU,KADAPA",0,0
835,0,RAJNADGAON,0,0
836,0,"Pantnagar (U.K)",0,0
837,0,narsapur,0,0
838,0,kovilpatti,0,0
839,0,"rudrapur,uttranchal",0,0
840,0,NOAMUNDI,0,0
841,0,patan,0,0
842,0,"Bikaner,Rajasthan",0,0
843,0,"South 24 Parganas",0,0
844,0,"srikakulam,andhra pradesh",0,0
845,0,"Ramanathapuram District",0,0
846,0,Chhatarpur,0,0
847,0,JIND(HARYANA),0,0
848,0,"vellore district",0,0
